VGS_V,reading_01_A,reading_02_A,reading_03_A,reading_04_A,reading_05_A,reading_06_A,reading_07_A,reading_08_A,reading_09_A,reading_10_A,reading_11_A,reading_12_A,reading_13_A,reading_14_A,reading_15_A,reading_16_A,reading_17_A,reading_18_A,reading_19_A,reading_20_A,reading_21_A,reading_22_A,reading_23_A,reading_24_A,reading_25_A
2.64,0.002236328125,0.0022265625,0.0022265625,0.0022314453125,0.0022314453125,0.0022265625,0.002236328125,0.0022265625,0.0022265625,0.0022314453125,0.0022265625,0.002236328125,0.0022314453125,0.0022412109375,0.0022314453125,0.0022314453125,0.002236328125,0.0022314453125,0.002236328125,0.0022265625,0.0022314453125,0.0022265625,0.0022265625,0.002236328125,0.0022314453125
2.66,0.002294921875,0.002294921875,0.002294921875,0.002294921875,0.002294921875,0.002294921875,0.0022998046875,0.002294921875,0.002294921875,0.0022998046875,0.00228515625,0.0022900390625,0.0023046875,0.002294921875,0.0022900390625,0.002294921875,0.002294921875,0.002294921875,0.00228515625,0.002294921875,0.0022900390625,0.0022900390625,0.002294921875,0.002294921875,0.002294921875
2.68,0.002353515625,0.00236328125,0.0023583984375,0.002353515625,0.0023583984375,0.0023583984375,0.0023486328125,0.0023486328125,0.002353515625,0.002353515625,0.002353515625,0.002353515625,0.002353515625,0.0023583984375,0.0023583984375,0.002353515625,0.002353515625,0.002353515625,0.0023583984375,0.0023583984375,0.0023486328125,0.0023583984375,0.002353515625,0.0023583984375,0.002353515625
2.7,0.0024169921875,0.0024267578125,0.0024169921875,0.0024169921875,0.0024169921875,0.002421875,0.002421875,0.0024267578125,0.0024169921875,0.002421875,0.002421875,0.0024169921875,0.002421875,0.0024169921875,0.002421875,0.0024169921875,0.002412109375,0.0024169921875,0.0024169921875,0.0024169921875,0.002421875,0.002421875,0.002421875,0.0024169921875,0.0024169921875
2.72,0.0024853515625,0.0024853515625,0.00248046875,0.0024853515625,0.0024853515625,0.0024853515625,0.0024853515625,0.002490234375,0.0024853515625,0.0024853515625,0.002470703125,0.002490234375,0.0024853515625,0.00248046875,0.00248046875,0.00248046875,0.0024853515625,0.002490234375,0.0024853515625,0.0024853515625,0.0024853515625,0.0024853515625,0.00248046875,0.002490234375,0.00248046875
2.74,0.0025537109375,0.0025439453125,0.002548828125,0.002548828125,0.0025439453125,0.002548828125,0.002548828125,0.0025537109375,0.00255859375,0.0025537109375,0.002548828125,0.0025439453125,0.002548828125,0.0025439453125,0.002548828125,0.0025537109375,0.002548828125,0.002548828125,0.0025439453125,0.0025439453125,0.0025537109375,0.002548828125,0.002548828125,0.002548828125,0.002548828125
2.76,0.0026171875,0.0026171875,0.002626953125,0.0026171875,0.0026171875,0.0026123046875,0.0026171875,0.0026123046875,0.0026123046875,0.0026123046875,0.0026123046875,0.0026171875,0.002626953125,0.002626953125,0.0026123046875,0.0026123046875,0.0026123046875,0.0026171875,0.0026171875,0.002607421875,0.0026123046875,0.0026171875,0.0026123046875,0.0026171875,0.0026171875
2.78,0.0026904296875,0.00267578125,0.0026806640625,0.0026806640625,0.00267578125,0.002685546875,0.00267578125,0.002685546875,0.0026904296875,0.00267578125,0.0026708984375,0.0026806640625,0.0026708984375,0.0026806640625,0.0026806640625,0.002685546875,0.0026806640625,0.00267578125,0.002685546875,0.002685546875,0.0026806640625,0.002685546875,0.002685546875,0.002685546875,0.002685546875
2.8,0.0027490234375,0.0027490234375,0.0027490234375,0.002744140625,0.0027490234375,0.0027490234375,0.0027490234375,0.0027490234375,0.002744140625,0.002744140625,0.00275390625,0.00275390625,0.002744140625,0.0027490234375,0.00275390625,0.00275390625,0.0027490234375,0.00275390625,0.0027490234375,0.002744140625,0.00275390625,0.0027490234375,0.0027587890625,0.0027490234375,0.00275390625
2.82,0.002822265625,0.0028173828125,0.0028173828125,0.002822265625,0.0028173828125,0.0028173828125,0.0028271484375,0.0028173828125,0.0028173828125,0.0028173828125,0.0028173828125,0.002822265625,0.0028125,0.002822265625,0.0028125,0.0028125,0.0028173828125,0.002822265625,0.0028173828125,0.0028271484375,0.002822265625,0.0028125,0.002822265625,0.0028173828125,0.0028173828125
2.84,0.0028955078125,0.002890625,0.002890625,0.002890625,0.002880859375,0.002890625,0.0028857421875,0.0028857421875,0.002890625,0.002880859375,0.002890625,0.002890625,0.002890625,0.002890625,0.002890625,0.0028857421875,0.002890625,0.0028857421875,0.0028857421875,0.002890625,0.002890625,0.002890625,0.0028857421875,0.002890625,0.002890625
2.86,0.0029541015625,0.002958984375,0.002958984375,0.0029541015625,0.0029541015625,0.00296875,0.00296875,0.002958984375,0.002958984375,0.002958984375,0.0029638671875,0.002958984375,0.002958984375,0.002958984375,0.002958984375,0.002958984375,0.0029638671875,0.002958984375,0.0029638671875,0.0029541015625,0.0029541015625,0.0029541015625,0.0029541015625,0.0029638671875,0.0029638671875
2.88,0.00302734375,0.0030322265625,0.00302734375,0.00302734375,0.00302734375,0.00302734375,0.00302734375,0.0030322265625,0.003037109375,0.0030322265625,0.00302734375,0.003037109375,0.00302734375,0.00302734375,0.00302734375,0.0030224609375,0.0030322265625,0.0030322265625,0.0030322265625,0.00302734375,0.0030322265625,0.0030224609375,0.00302734375,0.0030322265625,0.0030322265625
2.9,0.0031103515625,0.0031005859375,0.003095703125,0.0031005859375,0.0031005859375,0.003095703125,0.0031005859375,0.00310546875,0.00310546875,0.0031005859375,0.00310546875,0.0031005859375,0.00310546875,0.00310546875,0.0031103515625,0.00310546875,0.0031005859375,0.0031005859375,0.00310546875,0.003095703125,0.0031103515625,0.00310546875,0.003095703125,0.0031005859375,0.0031005859375
2.92,0.0031689453125,0.0031787109375,0.0031787109375,0.0031787109375,0.0031787109375,0.003173828125,0.0031787109375,0.0031787109375,0.0031787109375,0.0031787109375,0.003173828125,0.003173828125,0.0031689453125,0.0031787109375,0.00318359375,0.003173828125,0.0031787109375,0.0031689453125,0.0031787109375,0.003173828125,0.0031787109375,0.003173828125,0.0031689453125,0.0031787109375,0.003173828125
2.94,0.003251953125,0.003251953125,0.003251953125,0.0032373046875,0.0032470703125,0.00326171875,0.003251953125,0.0032470703125,0.0032470703125,0.0032373046875,0.003251953125,0.0032470703125,0.0032568359375,0.0032470703125,0.003251953125,0.0032470703125,0.0032470703125,0.003251953125,0.003251953125,0.003251953125,0.003251953125,0.0032568359375,0.003251953125,0.0032421875,0.003251953125
2.96,0.0033251953125,0.0033251953125,0.0033251953125,0.0033203125,0.003330078125,0.0033251953125,0.0033349609375,0.0033251953125,0.0033251953125,0.003330078125,0.0033251953125,0.0033203125,0.0033251953125,0.0033203125,0.0033203125,0.003330078125,0.003330078125,0.0033203125,0.0033251953125,0.0033203125,0.0033251953125,0.0033203125,0.0033251953125,0.003330078125,0.003330078125
2.98,0.0034033203125,0.0033984375,0.0033935546875,0.0034033203125,0.0033984375,0.0033984375,0.0034033203125,0.0033984375,0.0033935546875,0.0033935546875,0.0033935546875,0.0033984375,0.0034033203125,0.0033984375,0.0033984375,0.0033984375,0.0034033203125,0.0033984375,0.0033984375,0.0033935546875,0.0033984375,0.0033984375,0.0034033203125,0.0033984375,0.0034033203125
3,0.0034765625,0.0034814453125,0.0034765625,0.0034765625,0.0034814453125,0.0034765625,0.0034765625,0.0034716796875,0.0034814453125,0.0034765625,0.0034814453125,0.0034814453125,0.0034814453125,0.0034765625,0.0034814453125,0.0034765625,0.0034765625,0.0034765625,0.0034814453125,0.0034814453125,0.0034814453125,0.0034814453125,0.0034814453125,0.0034814453125,0.0034765625
3.02,0.0035498046875,0.0035595703125,0.0035498046875,0.0035546875,0.0035498046875,0.0035595703125,0.0035498046875,0.003544921875,0.0035546875,0.0035595703125,0.0035595703125,0.0035595703125,0.0035498046875,0.0035595703125,0.0035546875,0.0035546875,0.0035595703125,0.0035498046875,0.0035546875,0.0035498046875,0.0035546875,0.0035498046875,0.0035546875,0.0035498046875,0.0035595703125
3.04,0.0036328125,0.003642578125,0.0036328125,0.003642578125,0.0036328125,0.0036328125,0.0036376953125,0.0036376953125,0.0036279296875,0.0036328125,0.0036376953125,0.0036279296875,0.0036328125,0.0036328125,0.0036376953125,0.0036279296875,0.0036328125,0.0036328125,0.0036328125,0.0036279296875,0.0036279296875,0.0036328125,0.0036328125,0.0036376953125,0.0036279296875
3.06,0.0037109375,0.0037158203125,0.0037060546875,0.0037109375,0.0037109375,0.0037109375,0.0037060546875,0.0037060546875,0.0037060546875,0.003701171875,0.0037060546875,0.0037158203125,0.0037109375,0.0037109375,0.0037109375,0.0037109375,0.0037109375,0.0037109375,0.0037158203125,0.0037109375,0.0037109375,0.0037109375,0.0037158203125,0.0037158203125,0.0037109375
3.08,0.003798828125,0.0037890625,0.0037939453125,0.0038037109375,0.0037890625,0.0037841796875,0.0037939453125,0.003798828125,0.0037890625,0.0037890625,0.0037890625,0.003798828125,0.003798828125,0.0037939453125,0.0037890625,0.0037841796875,0.0037890625,0.003798828125,0.0037841796875,0.0037890625,0.0037939453125,0.0037890625,0.003798828125,0.0037939453125,0.0037890625
3.1,0.0038671875,0.0038720703125,0.0038720703125,0.0038623046875,0.0038671875,0.0038623046875,0.0038818359375,0.0038720703125,0.0038720703125,0.003876953125,0.003876953125,0.003876953125,0.003876953125,0.0038720703125,0.0038720703125,0.0038720703125,0.0038671875,0.0038671875,0.0038671875,0.003876953125,0.003876953125,0.0038818359375,0.003876953125,0.0038720703125,0.0038671875
3.12,0.003955078125,0.0039453125,0.0039501953125,0.0039599609375,0.0039599609375,0.0039501953125,0.003955078125,0.0039599609375,0.003955078125,0.0039501953125,0.0039501953125,0.0039501953125,0.003955078125,0.0039501953125,0.003955078125,0.003955078125,0.003955078125,0.003955078125,0.003955078125,0.003955078125,0.0039599609375,0.0039599609375,0.0039501953125,0.0039453125,0.003955078125
3.14,0.004033203125,0.0040380859375,0.0040380859375,0.0040380859375,0.0040283203125,0.0040380859375,0.00404296875,0.004033203125,0.004033203125,0.00404296875,0.004033203125,0.004033203125,0.004033203125,0.00404296875,0.0040283203125,0.004033203125,0.004033203125,0.0040283203125,0.004033203125,0.004033203125,0.0040380859375,0.0040380859375,0.004033203125,0.0040380859375,0.0040380859375
3.16,0.0041259765625,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.004111328125,0.00412109375,0.0041162109375,0.00412109375,0.0041259765625,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.0041162109375,0.0041259765625,0.00412109375,0.00412109375,0.00412109375,0.00412109375,0.0041162109375
3.18,0.004208984375,0.00419921875,0.0042041015625,0.0042041015625,0.00419921875,0.00419921875,0.00419921875,0.00419921875,0.0042041015625,0.004208984375,0.0042041015625,0.00419921875,0.004208984375,0.004208984375,0.004208984375,0.00419921875,0.00419921875,0.0041943359375,0.00419921875,0.0042041015625,0.0042041015625,0.00419921875,0.0042041015625,0.0042041015625,0.004208984375
3.2,0.0042919921875,0.0042919921875,0.0042919921875,0.004296875,0.0042919921875,0.004287109375,0.0042919921875,0.004287109375,0.0042919921875,0.0042919921875,0.004287109375,0.0042919921875,0.0042919921875,0.0042919921875,0.004287109375,0.004287109375,0.004296875,0.0042822265625,0.0042822265625,0.004287109375,0.0042919921875,0.004287109375,0.0042822265625,0.004287109375,0.0042822265625
3.22,0.004375,0.0043701171875,0.0043701171875,0.004365234375,0.0043701171875,0.004375,0.0043798828125,0.004375,0.004375,0.004375,0.004365234375,0.0043701171875,0.004365234375,0.004375,0.004375,0.004375,0.0043798828125,0.004375,0.0043798828125,0.004375,0.0043701171875,0.0043798828125,0.0043798828125,0.004375,0.004375
3.24,0.004462890625,0.0044580078125,0.004462890625,0.0044580078125,0.0044580078125,0.0044580078125,0.004462890625,0.004462890625,0.0044580078125,0.0044580078125,0.004453125,0.0044580078125,0.0044580078125,0.004462890625,0.0044580078125,0.0044580078125,0.004462890625,0.004462890625,0.0044580078125,0.004462890625,0.0044677734375,0.004462890625,0.004462890625,0.0044677734375,0.0044580078125
3.26,0.00455078125,0.00455078125,0.00455078125,0.0045556640625,0.0045458984375,0.00455078125,0.0045556640625,0.00455078125,0.00455078125,0.00455078125,0.00455078125,0.0045556640625,0.0045458984375,0.0045556640625,0.00455078125,0.004541015625,0.0045458984375,0.004541015625,0.0045458984375,0.00455078125,0.0045458984375,0.0045458984375,0.0045458984375,0.0045458984375,0.0045458984375
3.28,0.0046337890625,0.0046435546875,0.0046435546875,0.0046435546875,0.004638671875,0.0046337890625,0.0046337890625,0.004638671875,0.004638671875,0.0046435546875,0.004638671875,0.004638671875,0.004638671875,0.004638671875,0.00462890625,0.004638671875,0.0046337890625,0.0046337890625,0.004638671875,0.0046435546875,0.0046337890625,0.0046435546875,0.0046337890625,0.0046435546875,0.0046337890625
3.3,0.0047265625,0.0047314453125,0.0047265625,0.0047265625,0.004736328125,0.0047265625,0.0047314453125,0.0047314453125,0.004716796875,0.0047314453125,0.0047314453125,0.0047314453125,0.0047314453125,0.004716796875,0.0047216796875,0.0047265625,0.0047265625,0.0047265625,0.0047265625,0.0047314453125,0.0047314453125,0.0047265625,0.0047314453125,0.0047314453125,0.0047314453125
3.32,0.0048193359375,0.004814453125,0.0048193359375,0.0048193359375,0.0048193359375,0.004814453125,0.0048193359375,0.0048193359375,0.0048095703125,0.004814453125,0.0048193359375,0.004814453125,0.004814453125,0.0048095703125,0.004814453125,0.00482421875,0.0048193359375,0.0048193359375,0.004814453125,0.0048095703125,0.004814453125,0.0048095703125,0.0048193359375,0.0048193359375,0.004814453125
3.34,0.004912109375,0.00490234375,0.00490234375,0.004912109375,0.004912109375,0.0049072265625,0.0049072265625,0.0049072265625,0.0049072265625,0.004912109375,0.00490234375,0.0048974609375,0.00490234375,0.0049072265625,0.004912109375,0.0049072265625,0.004912109375,0.0049072265625,0.004912109375,0.00490234375,0.004912109375,0.004912109375,0.00490234375,0.00490234375,0.00490234375
3.36,0.0049951171875,0.0050048828125,0.0049951171875,0.005,0.0049951171875,0.0049951171875,0.005,0.0050048828125,0.005,0.0050048828125,0.005,0.005009765625,0.0049951171875,0.005,0.005,0.005,0.005009765625,0.004990234375,0.0050048828125,0.0049951171875,0.005,0.005,0.005,0.005,0.005009765625
3.38,0.005087890625,0.0050927734375,0.00509765625,0.00509765625,0.00509765625,0.0050927734375,0.00509765625,0.0050927734375,0.0050927734375,0.0050927734375,0.005087890625,0.0050830078125,0.00509765625,0.0051025390625,0.0050927734375,0.0050927734375,0.0050927734375,0.0050927734375,0.0050927734375,0.00509765625,0.0050927734375,0.0050830078125,0.0050927734375,0.0050927734375,0.0050927734375
3.4,0.0051904296875,0.005185546875,0.005185546875,0.0051806640625,0.005185546875,0.005185546875,0.005185546875,0.005185546875,0.005185546875,0.0051953125,0.005185546875,0.0051953125,0.005185546875,0.0051904296875,0.0051904296875,0.0051904296875,0.005185546875,0.0051904296875,0.0051904296875,0.0051806640625,0.005185546875,0.0051806640625,0.005185546875,0.0051904296875,0.005185546875
3.42,0.005283203125,0.0052783203125,0.005283203125,0.005283203125,0.005283203125,0.005283203125,0.0052783203125,0.005283203125,0.005283203125,0.005283203125,0.0052783203125,0.0052783203125,0.005283203125,0.0052783203125,0.0052880859375,0.0052783203125,0.005283203125,0.0052880859375,0.0052783203125,0.0052880859375,0.0052783203125,0.0052783203125,0.0052734375,0.00529296875,0.0052783203125
3.44,0.00537109375,0.0053759765625,0.00537109375,0.00537109375,0.0053759765625,0.00537109375,0.00537109375,0.0053759765625,0.00537109375,0.00537109375,0.00537109375,0.005380859375,0.00537109375,0.00537109375,0.005380859375,0.0053759765625,0.00537109375,0.0053759765625,0.00537109375,0.0053759765625,0.00537109375,0.0053759765625,0.0053759765625,0.0053759765625,0.0053857421875
3.46,0.00546875,0.0054736328125,0.00546875,0.0054736328125,0.00546875,0.00546875,0.0054736328125,0.0054736328125,0.0054736328125,0.00546875,0.0054736328125,0.0054736328125,0.0054736328125,0.005458984375,0.005478515625,0.00546875,0.0054736328125,0.0054736328125,0.005478515625,0.005478515625,0.00546875,0.005478515625,0.0054638671875,0.00546875,0.00546875
3.48,0.0055712890625,0.0055712890625,0.00556640625,0.00556640625,0.0055712890625,0.0055712890625,0.0055712890625,0.0055712890625,0.00556640625,0.0055712890625,0.00556640625,0.0055712890625,0.0055712890625,0.00556640625,0.0055615234375,0.005576171875,0.005576171875,0.00556640625,0.0055712890625,0.0055712890625,0.00556640625,0.00556640625,0.005576171875,0.0055615234375,0.0055712890625
3.5,0.0056689453125,0.0056689453125,0.0056689453125,0.0056689453125,0.0056689453125,0.0056640625,0.0056689453125,0.0056689453125,0.0056640625,0.0056689453125,0.0056640625,0.0056689453125,0.0056640625,0.0056689453125,0.0056640625,0.0056591796875,0.0056640625,0.0056689453125,0.005673828125,0.0056689453125,0.0056591796875,0.005673828125,0.0056640625,0.0056689453125,0.005673828125
